cancer_group,source_field,source_code_system,source_value_set,source_code,source_display,target_system,target_version,target_code,relationship,review_status,reviewer,evidence_reference,decision_date,notes
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,02,區域淋巴結(N),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,03,原發腫瘤(T)＋區域淋巴結(N),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,04,遠端轉移(M),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,05,原發腫瘤(T)＋遠端轉移(M),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,06,區域淋巴結(N)＋遠端轉移(M),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,07,原發腫瘤(T)＋區域淋巴結(N)＋遠端轉移(M),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,08,廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,09,原發腫瘤(T)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,10,區域淋巴結(N)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,11,原發腫瘤(T)＋區域淋巴結(N)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,12,遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,13,原發腫瘤(T)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,14,區域淋巴結(N)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,15,原發腫瘤(T)＋區域淋巴結(N)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,16,全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,17,原發腫瘤(T)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,18,區域淋巴結(N)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,19,原發腫瘤(T)＋區域淋巴結(N)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,20,遠端轉移(M)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,21,原發腫瘤(T)＋遠端轉移(M)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,22,區域淋巴結(N)＋遠端轉移(M)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,23,原發腫瘤(T)＋區域淋巴結(N)＋遠端轉移(M)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,24,廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,25,原發腫瘤(T)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,26,區域淋巴結(N)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,27,原發腫瘤(T)＋區域淋巴結(N)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,28,遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,29,原發腫瘤(T)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,30,區域淋巴結(N)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,31,原發腫瘤(T)＋區域淋巴結(N)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓,,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,32,全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,33,原發腫瘤(T)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,34,區域淋巴結(N)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,35,原發腫瘤(T)＋區域淋巴結(N)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,36,遠端轉移(M)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,37,原發腫瘤(T)＋遠端轉移(M)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,38,區域淋巴結(N)＋遠端轉移(M)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,39,原發腫瘤(T)＋區域淋巴結(N)＋遠端轉移(M)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,40,廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,41,原發腫瘤(T)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,42,區域淋巴結(N)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,43,原發腫瘤(T)＋區域淋巴結(N)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,44,遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,45,原發腫瘤(T)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,46,區域淋巴結(N)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,47,原發腫瘤(T)＋區域淋巴結(N)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,48,全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,49,原發腫瘤(T)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,50,區域淋巴結(N)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,51,原發腫瘤(T)＋區域淋巴結(N)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,52,遠端轉移(M)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,53,原發腫瘤(T)＋遠端轉移(M)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,54,區域淋巴結(N)＋遠端轉移(M)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,55,原發腫瘤(T)＋區域淋巴結(N)＋遠端轉移(M)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,56,廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,57,原發腫瘤(T)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,58,區域淋巴結(N)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,59,原發腫瘤(T)＋區域淋巴結(N)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,60,遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,61,原發腫瘤(T)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,62,區域淋巴結(N)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
breast,LTAR,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/CodeSystem/tcr-breast-ltar,https://erichuang777777.github.io/TW-Breast-Cancer-FHIR-IG/ValueSet/tcr-breast-ltar-vs,63,原發腫瘤(T)＋區域淋巴結(N)＋遠端轉移(M)＋廣泛淋巴區域(mini-mantle/mantle/inverted-Y 或全身淋巴照射；限何杰金氏及非何杰金氏淋巴癌)＋全身/全骨髓＋全皮膚(限卡波西氏肉瘤、原發表皮淋巴癌或其他需全身皮膚電子射線放射治療者),,,,,not-started,,,,Do not publish as ConceptMap until reviewed.
